idate,icy,icm,iwy,iwm,cfs_taf
11/30/1961 23:59:59,1961,11,1962,2,0.059504132
12/31/1961 23:59:59,1961,12,1962,3,0.061487603
1/31/1962 23:59:59,1962,1,1962,4,0.061487603
2/28/1962 23:59:59,1962,2,1962,5,0.05553719
3/31/1962 23:59:59,1962,3,1962,6,0.061487603
4/30/1962 23:59:59,1962,4,1962,7,0.059504132
5/31/1962 23:59:59,1962,5,1962,8,0.061487603
6/30/1962 23:59:59,1962,6,1962,9,0.059504132
7/31/1962 23:59:59,1962,7,1962,10,0.061487603
8/31/1962 23:59:59,1962,8,1962,11,0.061487603
9/30/1962 23:59:59,1962,9,1962,12,0.059504132
10/31/1962 23:59:59,1962,10,1963,1,0.061487603
11/30/1962 23:59:59,1962,11,1963,2,0.059504132
12/31/1962 23:59:59,1962,12,1963,3,0.061487603
1/31/1963 23:59:59,1963,1,1963,4,0.061487603
2/28/1963 23:59:59,1963,2,1963,5,0.05553719
3/31/1963 23:59:59,1963,3,1963,6,0.061487603
4/30/1963 23:59:59,1963,4,1963,7,0.059504132
5/31/1963 23:59:59,1963,5,1963,8,0.061487603
6/30/1963 23:59:59,1963,6,1963,9,0.059504132
7/31/1963 23:59:59,1963,7,1963,10,0.061487603
8/31/1963 23:59:59,1963,8,1963,11,0.061487603
9/30/1963 23:59:59,1963,9,1963,12,0.059504132
10/31/1963 23:59:59,1963,10,1964,1,0.061487603
11/30/1963 23:59:59,1963,11,1964,2,0.059504132
12/31/1963 23:59:59,1963,12,1964,3,0.061487603
1/31/1964 23:59:59,1964,1,1964,4,0.061487603
2/29/1964 23:59:59,1964,2,1964,5,0.057520661
3/31/1964 23:59:59,1964,3,1964,6,0.061487603
4/30/1964 23:59:59,1964,4,1964,7,0.059504132
5/31/1964 23:59:59,1964,5,1964,8,0.061487603
6/30/1964 23:59:59,1964,6,1964,9,0.059504132
7/31/1964 23:59:59,1964,7,1964,10,0.061487603
8/31/1964 23:59:59,1964,8,1964,11,0.061487603
9/30/1964 23:59:59,1964,9,1964,12,0.059504132
10/31/1964 23:59:59,1964,10,1965,1,0.061487603
11/30/1964 23:59:59,1964,11,1965,2,0.059504132
12/31/1964 23:59:59,1964,12,1965,3,0.061487603
1/31/1965 23:59:59,1965,1,1965,4,0.061487603
2/28/1965 23:59:59,1965,2,1965,5,0.05553719
3/31/1965 23:59:59,1965,3,1965,6,0.061487603
4/30/1965 23:59:59,1965,4,1965,7,0.059504132
5/31/1965 23:59:59,1965,5,1965,8,0.061487603
6/30/1965 23:59:59,1965,6,1965,9,0.059504132
7/31/1965 23:59:59,1965,7,1965,10,0.061487603
8/31/1965 23:59:59,1965,8,1965,11,0.061487603
9/30/1965 23:59:59,1965,9,1965,12,0.059504132
10/31/1965 23:59:59,1965,10,1966,1,0.061487603
11/30/1965 23:59:59,1965,11,1966,2,0.059504132
12/31/1965 23:59:59,1965,12,1966,3,0.061487603
1/31/1966 23:59:59,1966,1,1966,4,0.061487603
2/28/1966 23:59:59,1966,2,1966,5,0.05553719
3/31/1966 23:59:59,1966,3,1966,6,0.061487603
4/30/1966 23:59:59,1966,4,1966,7,0.059504132
5/31/1966 23:59:59,1966,5,1966,8,0.061487603
6/30/1966 23:59:59,1966,6,1966,9,0.059504132
7/31/1966 23:59:59,1966,7,1966,10,0.061487603
8/31/1966 23:59:59,1966,8,1966,11,0.061487603
9/30/1966 23:59:59,1966,9,1966,12,0.059504132
10/31/1966 23:59:59,1966,10,1967,1,0.061487603
11/30/1966 23:59:59,1966,11,1967,2,0.059504132
12/31/1966 23:59:59,1966,12,1967,3,0.061487603
1/31/1967 23:59:59,1967,1,1967,4,0.061487603
2/28/1967 23:59:59,1967,2,1967,5,0.05553719
3/31/1967 23:59:59,1967,3,1967,6,0.061487603
4/30/1967 23:59:59,1967,4,1967,7,0.059504132
5/31/1967 23:59:59,1967,5,1967,8,0.061487603
6/30/1967 23:59:59,1967,6,1967,9,0.059504132
7/31/1967 23:59:59,1967,7,1967,10,0.061487603
8/31/1967 23:59:59,1967,8,1967,11,0.061487603
9/30/1967 23:59:59,1967,9,1967,12,0.059504132
10/31/1967 23:59:59,1967,10,1968,1,0.061487603
11/30/1967 23:59:59,1967,11,1968,2,0.059504132
12/31/1967 23:59:59,1967,12,1968,3,0.061487603
1/31/1968 23:59:59,1968,1,1968,4,0.061487603
2/29/1968 23:59:59,1968,2,1968,5,0.057520661
3/31/1968 23:59:59,1968,3,1968,6,0.061487603
4/30/1968 23:59:59,1968,4,1968,7,0.059504132
5/31/1968 23:59:59,1968,5,1968,8,0.061487603
6/30/1968 23:59:59,1968,6,1968,9,0.059504132
7/31/1968 23:59:59,1968,7,1968,10,0.061487603
8/31/1968 23:59:59,1968,8,1968,11,0.061487603
9/30/1968 23:59:59,1968,9,1968,12,0.059504132
10/31/1968 23:59:59,1968,10,1969,1,0.061487603
11/30/1968 23:59:59,1968,11,1969,2,0.059504132
12/31/1968 23:59:59,1968,12,1969,3,0.061487603
1/31/1969 23:59:59,1969,1,1969,4,0.061487603
2/28/1969 23:59:59,1969,2,1969,5,0.05553719
3/31/1969 23:59:59,1969,3,1969,6,0.061487603
4/30/1969 23:59:59,1969,4,1969,7,0.059504132
5/31/1969 23:59:59,1969,5,1969,8,0.061487603
6/30/1969 23:59:59,1969,6,1969,9,0.059504132
7/31/1969 23:59:59,1969,7,1969,10,0.061487603
8/31/1969 23:59:59,1969,8,1969,11,0.061487603
9/30/1969 23:59:59,1969,9,1969,12,0.059504132
10/31/1969 23:59:59,1969,10,1970,1,0.061487603
11/30/1969 23:59:59,1969,11,1970,2,0.059504132
12/31/1969 23:59:59,1969,12,1970,3,0.061487603
1/31/1970 23:59:59,1970,1,1970,4,0.061487603
2/28/1970 23:59:59,1970,2,1970,5,0.05553719
3/31/1970 23:59:59,1970,3,1970,6,0.061487603
4/30/1970 23:59:59,1970,4,1970,7,0.059504132
5/31/1970 23:59:59,1970,5,1970,8,0.061487603
6/30/1970 23:59:59,1970,6,1970,9,0.059504132
7/31/1970 23:59:59,1970,7,1970,10,0.061487603
8/31/1970 23:59:59,1970,8,1970,11,0.061487603
9/30/1970 23:59:59,1970,9,1970,12,0.059504132
10/31/1970 23:59:59,1970,10,1971,1,0.061487603
11/30/1970 23:59:59,1970,11,1971,2,0.059504132
12/31/1970 23:59:59,1970,12,1971,3,0.061487603
1/31/1971 23:59:59,1971,1,1971,4,0.061487603
2/28/1971 23:59:59,1971,2,1971,5,0.05553719
3/31/1971 23:59:59,1971,3,1971,6,0.061487603
4/30/1971 23:59:59,1971,4,1971,7,0.059504132
5/31/1971 23:59:59,1971,5,1971,8,0.061487603
6/30/1971 23:59:59,1971,6,1971,9,0.059504132
7/31/1971 23:59:59,1971,7,1971,10,0.061487603
8/31/1971 23:59:59,1971,8,1971,11,0.061487603
9/30/1971 23:59:59,1971,9,1971,12,0.059504132
10/31/1971 23:59:59,1971,10,1972,1,0.061487603
11/30/1971 23:59:59,1971,11,1972,2,0.059504132
12/31/1971 23:59:59,1971,12,1972,3,0.061487603
1/31/1972 23:59:59,1972,1,1972,4,0.061487603
2/29/1972 23:59:59,1972,2,1972,5,0.057520661
3/31/1972 23:59:59,1972,3,1972,6,0.061487603
4/30/1972 23:59:59,1972,4,1972,7,0.059504132
5/31/1972 23:59:59,1972,5,1972,8,0.061487603
6/30/1972 23:59:59,1972,6,1972,9,0.059504132
7/31/1972 23:59:59,1972,7,1972,10,0.061487603
8/31/1972 23:59:59,1972,8,1972,11,0.061487603
9/30/1972 23:59:59,1972,9,1972,12,0.059504132
10/31/1972 23:59:59,1972,10,1973,1,0.061487603
11/30/1972 23:59:59,1972,11,1973,2,0.059504132
12/31/1972 23:59:59,1972,12,1973,3,0.061487603
1/31/1973 23:59:59,1973,1,1973,4,0.061487603
2/28/1973 23:59:59,1973,2,1973,5,0.05553719
3/31/1973 23:59:59,1973,3,1973,6,0.061487603
4/30/1973 23:59:59,1973,4,1973,7,0.059504132
5/31/1973 23:59:59,1973,5,1973,8,0.061487603
6/30/1973 23:59:59,1973,6,1973,9,0.059504132
7/31/1973 23:59:59,1973,7,1973,10,0.061487603
8/31/1973 23:59:59,1973,8,1973,11,0.061487603
9/30/1973 23:59:59,1973,9,1973,12,0.059504132
10/31/1973 23:59:59,1973,10,1974,1,0.061487603
11/30/1973 23:59:59,1973,11,1974,2,0.059504132
12/31/1973 23:59:59,1973,12,1974,3,0.061487603
1/31/1974 23:59:59,1974,1,1974,4,0.061487603
2/28/1974 23:59:59,1974,2,1974,5,0.05553719
3/31/1974 23:59:59,1974,3,1974,6,0.061487603
4/30/1974 23:59:59,1974,4,1974,7,0.059504132
5/31/1974 23:59:59,1974,5,1974,8,0.061487603
6/30/1974 23:59:59,1974,6,1974,9,0.059504132
7/31/1974 23:59:59,1974,7,1974,10,0.061487603
8/31/1974 23:59:59,1974,8,1974,11,0.061487603
9/30/1974 23:59:59,1974,9,1974,12,0.059504132
10/31/1974 23:59:59,1974,10,1975,1,0.061487603
11/30/1974 23:59:59,1974,11,1975,2,0.059504132
12/31/1974 23:59:59,1974,12,1975,3,0.061487603
1/31/1975 23:59:59,1975,1,1975,4,0.061487603
2/28/1975 23:59:59,1975,2,1975,5,0.05553719
3/31/1975 23:59:59,1975,3,1975,6,0.061487603
4/30/1975 23:59:59,1975,4,1975,7,0.059504132
5/31/1975 23:59:59,1975,5,1975,8,0.061487603
6/30/1975 23:59:59,1975,6,1975,9,0.059504132
7/31/1975 23:59:59,1975,7,1975,10,0.061487603
8/31/1975 23:59:59,1975,8,1975,11,0.061487603
9/30/1975 23:59:59,1975,9,1975,12,0.059504132
10/31/1975 23:59:59,1975,10,1976,1,0.061487603
11/30/1975 23:59:59,1975,11,1976,2,0.059504132
12/31/1975 23:59:59,1975,12,1976,3,0.061487603
1/31/1976 23:59:59,1976,1,1976,4,0.061487603
2/29/1976 23:59:59,1976,2,1976,5,0.057520661
3/31/1976 23:59:59,1976,3,1976,6,0.061487603
4/30/1976 23:59:59,1976,4,1976,7,0.059504132
5/31/1976 23:59:59,1976,5,1976,8,0.061487603
6/30/1976 23:59:59,1976,6,1976,9,0.059504132
7/31/1976 23:59:59,1976,7,1976,10,0.061487603
8/31/1976 23:59:59,1976,8,1976,11,0.061487603
9/30/1976 23:59:59,1976,9,1976,12,0.059504132
10/31/1976 23:59:59,1976,10,1977,1,0.061487603
11/30/1976 23:59:59,1976,11,1977,2,0.059504132
12/31/1976 23:59:59,1976,12,1977,3,0.061487603
1/31/1977 23:59:59,1977,1,1977,4,0.061487603
2/28/1977 23:59:59,1977,2,1977,5,0.05553719
3/31/1977 23:59:59,1977,3,1977,6,0.061487603
4/30/1977 23:59:59,1977,4,1977,7,0.059504132
5/31/1977 23:59:59,1977,5,1977,8,0.061487603
6/30/1977 23:59:59,1977,6,1977,9,0.059504132
7/31/1977 23:59:59,1977,7,1977,10,0.061487603
8/31/1977 23:59:59,1977,8,1977,11,0.061487603
9/30/1977 23:59:59,1977,9,1977,12,0.059504132
10/31/1977 23:59:59,1977,10,1978,1,0.061487603
11/30/1977 23:59:59,1977,11,1978,2,0.059504132
12/31/1977 23:59:59,1977,12,1978,3,0.061487603
1/31/1978 23:59:59,1978,1,1978,4,0.061487603
2/28/1978 23:59:59,1978,2,1978,5,0.05553719
3/31/1978 23:59:59,1978,3,1978,6,0.061487603
4/30/1978 23:59:59,1978,4,1978,7,0.059504132
5/31/1978 23:59:59,1978,5,1978,8,0.061487603
6/30/1978 23:59:59,1978,6,1978,9,0.059504132
7/31/1978 23:59:59,1978,7,1978,10,0.061487603
8/31/1978 23:59:59,1978,8,1978,11,0.061487603
9/30/1978 23:59:59,1978,9,1978,12,0.059504132
10/31/1978 23:59:59,1978,10,1979,1,0.061487603
11/30/1978 23:59:59,1978,11,1979,2,0.059504132
12/31/1978 23:59:59,1978,12,1979,3,0.061487603
1/31/1979 23:59:59,1979,1,1979,4,0.061487603
2/28/1979 23:59:59,1979,2,1979,5,0.05553719
3/31/1979 23:59:59,1979,3,1979,6,0.061487603
4/30/1979 23:59:59,1979,4,1979,7,0.059504132
5/31/1979 23:59:59,1979,5,1979,8,0.061487603
6/30/1979 23:59:59,1979,6,1979,9,0.059504132
7/31/1979 23:59:59,1979,7,1979,10,0.061487603
8/31/1979 23:59:59,1979,8,1979,11,0.061487603
9/30/1979 23:59:59,1979,9,1979,12,0.059504132
10/31/1979 23:59:59,1979,10,1980,1,0.061487603
11/30/1979 23:59:59,1979,11,1980,2,0.059504132
12/31/1979 23:59:59,1979,12,1980,3,0.061487603
1/31/1980 23:59:59,1980,1,1980,4,0.061487603
2/29/1980 23:59:59,1980,2,1980,5,0.057520661
3/31/1980 23:59:59,1980,3,1980,6,0.061487603
4/30/1980 23:59:59,1980,4,1980,7,0.059504132
5/31/1980 23:59:59,1980,5,1980,8,0.061487603
6/30/1980 23:59:59,1980,6,1980,9,0.059504132
7/31/1980 23:59:59,1980,7,1980,10,0.061487603
8/31/1980 23:59:59,1980,8,1980,11,0.061487603
9/30/1980 23:59:59,1980,9,1980,12,0.059504132
10/31/1980 23:59:59,1980,10,1981,1,0.061487603
11/30/1980 23:59:59,1980,11,1981,2,0.059504132
12/31/1980 23:59:59,1980,12,1981,3,0.061487603
1/31/1981 23:59:59,1981,1,1981,4,0.061487603
2/28/1981 23:59:59,1981,2,1981,5,0.05553719
3/31/1981 23:59:59,1981,3,1981,6,0.061487603
4/30/1981 23:59:59,1981,4,1981,7,0.059504132
5/31/1981 23:59:59,1981,5,1981,8,0.061487603
6/30/1981 23:59:59,1981,6,1981,9,0.059504132
7/31/1981 23:59:59,1981,7,1981,10,0.061487603
8/31/1981 23:59:59,1981,8,1981,11,0.061487603
9/30/1981 23:59:59,1981,9,1981,12,0.059504132
10/31/1981 23:59:59,1981,10,1982,1,0.061487603
11/30/1981 23:59:59,1981,11,1982,2,0.059504132
12/31/1981 23:59:59,1981,12,1982,3,0.061487603
1/31/1982 23:59:59,1982,1,1982,4,0.061487603
2/28/1982 23:59:59,1982,2,1982,5,0.05553719
3/31/1982 23:59:59,1982,3,1982,6,0.061487603
4/30/1982 23:59:59,1982,4,1982,7,0.059504132
5/31/1982 23:59:59,1982,5,1982,8,0.061487603
6/30/1982 23:59:59,1982,6,1982,9,0.059504132
7/31/1982 23:59:59,1982,7,1982,10,0.061487603
8/31/1982 23:59:59,1982,8,1982,11,0.061487603
9/30/1982 23:59:59,1982,9,1982,12,0.059504132
10/31/1982 23:59:59,1982,10,1983,1,0.061487603
11/30/1982 23:59:59,1982,11,1983,2,0.059504132
12/31/1982 23:59:59,1982,12,1983,3,0.061487603
1/31/1983 23:59:59,1983,1,1983,4,0.061487603
2/28/1983 23:59:59,1983,2,1983,5,0.05553719
3/31/1983 23:59:59,1983,3,1983,6,0.061487603
4/30/1983 23:59:59,1983,4,1983,7,0.059504132
5/31/1983 23:59:59,1983,5,1983,8,0.061487603
6/30/1983 23:59:59,1983,6,1983,9,0.059504132
7/31/1983 23:59:59,1983,7,1983,10,0.061487603
8/31/1983 23:59:59,1983,8,1983,11,0.061487603
9/30/1983 23:59:59,1983,9,1983,12,0.059504132
10/31/1983 23:59:59,1983,10,1984,1,0.061487603
11/30/1983 23:59:59,1983,11,1984,2,0.059504132
12/31/1983 23:59:59,1983,12,1984,3,0.061487603
1/31/1984 23:59:59,1984,1,1984,4,0.061487603
2/29/1984 23:59:59,1984,2,1984,5,0.057520661
3/31/1984 23:59:59,1984,3,1984,6,0.061487603
4/30/1984 23:59:59,1984,4,1984,7,0.059504132
5/31/1984 23:59:59,1984,5,1984,8,0.061487603
6/30/1984 23:59:59,1984,6,1984,9,0.059504132
7/31/1984 23:59:59,1984,7,1984,10,0.061487603
8/31/1984 23:59:59,1984,8,1984,11,0.061487603
9/30/1984 23:59:59,1984,9,1984,12,0.059504132
10/31/1984 23:59:59,1984,10,1985,1,0.061487603
11/30/1984 23:59:59,1984,11,1985,2,0.059504132
12/31/1984 23:59:59,1984,12,1985,3,0.061487603
1/31/1985 23:59:59,1985,1,1985,4,0.061487603
2/28/1985 23:59:59,1985,2,1985,5,0.05553719
3/31/1985 23:59:59,1985,3,1985,6,0.061487603
4/30/1985 23:59:59,1985,4,1985,7,0.059504132
5/31/1985 23:59:59,1985,5,1985,8,0.061487603
6/30/1985 23:59:59,1985,6,1985,9,0.059504132
7/31/1985 23:59:59,1985,7,1985,10,0.061487603
8/31/1985 23:59:59,1985,8,1985,11,0.061487603
9/30/1985 23:59:59,1985,9,1985,12,0.059504132
10/31/1985 23:59:59,1985,10,1986,1,0.061487603
11/30/1985 23:59:59,1985,11,1986,2,0.059504132
12/31/1985 23:59:59,1985,12,1986,3,0.061487603
1/31/1986 23:59:59,1986,1,1986,4,0.061487603
2/28/1986 23:59:59,1986,2,1986,5,0.05553719
3/31/1986 23:59:59,1986,3,1986,6,0.061487603
4/30/1986 23:59:59,1986,4,1986,7,0.059504132
5/31/1986 23:59:59,1986,5,1986,8,0.061487603
6/30/1986 23:59:59,1986,6,1986,9,0.059504132
7/31/1986 23:59:59,1986,7,1986,10,0.061487603
8/31/1986 23:59:59,1986,8,1986,11,0.061487603
9/30/1986 23:59:59,1986,9,1986,12,0.059504132
10/31/1986 23:59:59,1986,10,1987,1,0.061487603
11/30/1986 23:59:59,1986,11,1987,2,0.059504132
12/31/1986 23:59:59,1986,12,1987,3,0.061487603
1/31/1987 23:59:59,1987,1,1987,4,0.061487603
2/28/1987 23:59:59,1987,2,1987,5,0.05553719
3/31/1987 23:59:59,1987,3,1987,6,0.061487603
4/30/1987 23:59:59,1987,4,1987,7,0.059504132
5/31/1987 23:59:59,1987,5,1987,8,0.061487603
6/30/1987 23:59:59,1987,6,1987,9,0.059504132
7/31/1987 23:59:59,1987,7,1987,10,0.061487603
8/31/1987 23:59:59,1987,8,1987,11,0.061487603
9/30/1987 23:59:59,1987,9,1987,12,0.059504132
10/31/1987 23:59:59,1987,10,1988,1,0.061487603
11/30/1987 23:59:59,1987,11,1988,2,0.059504132
12/31/1987 23:59:59,1987,12,1988,3,0.061487603
1/31/1988 23:59:59,1988,1,1988,4,0.061487603
2/29/1988 23:59:59,1988,2,1988,5,0.057520661
3/31/1988 23:59:59,1988,3,1988,6,0.061487603
4/30/1988 23:59:59,1988,4,1988,7,0.059504132
5/31/1988 23:59:59,1988,5,1988,8,0.061487603
6/30/1988 23:59:59,1988,6,1988,9,0.059504132
7/31/1988 23:59:59,1988,7,1988,10,0.061487603
8/31/1988 23:59:59,1988,8,1988,11,0.061487603
9/30/1988 23:59:59,1988,9,1988,12,0.059504132
10/31/1988 23:59:59,1988,10,1989,1,0.061487603
11/30/1988 23:59:59,1988,11,1989,2,0.059504132
12/31/1988 23:59:59,1988,12,1989,3,0.061487603
1/31/1989 23:59:59,1989,1,1989,4,0.061487603
2/28/1989 23:59:59,1989,2,1989,5,0.05553719
3/31/1989 23:59:59,1989,3,1989,6,0.061487603
4/30/1989 23:59:59,1989,4,1989,7,0.059504132
5/31/1989 23:59:59,1989,5,1989,8,0.061487603
6/30/1989 23:59:59,1989,6,1989,9,0.059504132
7/31/1989 23:59:59,1989,7,1989,10,0.061487603
8/31/1989 23:59:59,1989,8,1989,11,0.061487603
9/30/1989 23:59:59,1989,9,1989,12,0.059504132
10/31/1989 23:59:59,1989,10,1990,1,0.061487603
11/30/1989 23:59:59,1989,11,1990,2,0.059504132
12/31/1989 23:59:59,1989,12,1990,3,0.061487603
1/31/1990 23:59:59,1990,1,1990,4,0.061487603
2/28/1990 23:59:59,1990,2,1990,5,0.05553719
3/31/1990 23:59:59,1990,3,1990,6,0.061487603
4/30/1990 23:59:59,1990,4,1990,7,0.059504132
5/31/1990 23:59:59,1990,5,1990,8,0.061487603
6/30/1990 23:59:59,1990,6,1990,9,0.059504132
7/31/1990 23:59:59,1990,7,1990,10,0.061487603
8/31/1990 23:59:59,1990,8,1990,11,0.061487603
9/30/1990 23:59:59,1990,9,1990,12,0.059504132
10/31/1990 23:59:59,1990,10,1991,1,0.061487603
11/30/1990 23:59:59,1990,11,1991,2,0.059504132
12/31/1990 23:59:59,1990,12,1991,3,0.061487603
1/31/1991 23:59:59,1991,1,1991,4,0.061487603
2/28/1991 23:59:59,1991,2,1991,5,0.05553719
3/31/1991 23:59:59,1991,3,1991,6,0.061487603
4/30/1991 23:59:59,1991,4,1991,7,0.059504132
5/31/1991 23:59:59,1991,5,1991,8,0.061487603
6/30/1991 23:59:59,1991,6,1991,9,0.059504132
7/31/1991 23:59:59,1991,7,1991,10,0.061487603
8/31/1991 23:59:59,1991,8,1991,11,0.061487603
9/30/1991 23:59:59,1991,9,1991,12,0.059504132
10/31/1991 23:59:59,1991,10,1992,1,0.061487603
11/30/1991 23:59:59,1991,11,1992,2,0.059504132
12/31/1991 23:59:59,1991,12,1992,3,0.061487603
1/31/1992 23:59:59,1992,1,1992,4,0.061487603
2/29/1992 23:59:59,1992,2,1992,5,0.057520661
3/31/1992 23:59:59,1992,3,1992,6,0.061487603
4/30/1992 23:59:59,1992,4,1992,7,0.059504132
5/31/1992 23:59:59,1992,5,1992,8,0.061487603
6/30/1992 23:59:59,1992,6,1992,9,0.059504132
7/31/1992 23:59:59,1992,7,1992,10,0.061487603
8/31/1992 23:59:59,1992,8,1992,11,0.061487603
9/30/1992 23:59:59,1992,9,1992,12,0.059504132
10/31/1992 23:59:59,1992,10,1993,1,0.061487603
11/30/1992 23:59:59,1992,11,1993,2,0.059504132
12/31/1992 23:59:59,1992,12,1993,3,0.061487603
1/31/1993 23:59:59,1993,1,1993,4,0.061487603
2/28/1993 23:59:59,1993,2,1993,5,0.05553719
3/31/1993 23:59:59,1993,3,1993,6,0.061487603
4/30/1993 23:59:59,1993,4,1993,7,0.059504132
5/31/1993 23:59:59,1993,5,1993,8,0.061487603
6/30/1993 23:59:59,1993,6,1993,9,0.059504132
7/31/1993 23:59:59,1993,7,1993,10,0.061487603
8/31/1993 23:59:59,1993,8,1993,11,0.061487603
9/30/1993 23:59:59,1993,9,1993,12,0.059504132
10/31/1993 23:59:59,1993,10,1994,1,0.061487603
11/30/1993 23:59:59,1993,11,1994,2,0.059504132
12/31/1993 23:59:59,1993,12,1994,3,0.061487603
1/31/1994 23:59:59,1994,1,1994,4,0.061487603
2/28/1994 23:59:59,1994,2,1994,5,0.05553719
3/31/1994 23:59:59,1994,3,1994,6,0.061487603
4/30/1994 23:59:59,1994,4,1994,7,0.059504132
5/31/1994 23:59:59,1994,5,1994,8,0.061487603
6/30/1994 23:59:59,1994,6,1994,9,0.059504132
7/31/1994 23:59:59,1994,7,1994,10,0.061487603
8/31/1994 23:59:59,1994,8,1994,11,0.061487603
9/30/1994 23:59:59,1994,9,1994,12,0.059504132
10/31/1994 23:59:59,1994,10,1995,1,0.061487603
11/30/1994 23:59:59,1994,11,1995,2,0.059504132
12/31/1994 23:59:59,1994,12,1995,3,0.061487603
1/31/1995 23:59:59,1995,1,1995,4,0.061487603
2/28/1995 23:59:59,1995,2,1995,5,0.05553719
3/31/1995 23:59:59,1995,3,1995,6,0.061487603
4/30/1995 23:59:59,1995,4,1995,7,0.059504132
5/31/1995 23:59:59,1995,5,1995,8,0.061487603
6/30/1995 23:59:59,1995,6,1995,9,0.059504132
7/31/1995 23:59:59,1995,7,1995,10,0.061487603
8/31/1995 23:59:59,1995,8,1995,11,0.061487603
9/30/1995 23:59:59,1995,9,1995,12,0.059504132
10/31/1995 23:59:59,1995,10,1996,1,0.061487603
11/30/1995 23:59:59,1995,11,1996,2,0.059504132
12/31/1995 23:59:59,1995,12,1996,3,0.061487603
1/31/1996 23:59:59,1996,1,1996,4,0.061487603
2/29/1996 23:59:59,1996,2,1996,5,0.057520661
3/31/1996 23:59:59,1996,3,1996,6,0.061487603
4/30/1996 23:59:59,1996,4,1996,7,0.059504132
5/31/1996 23:59:59,1996,5,1996,8,0.061487603
6/30/1996 23:59:59,1996,6,1996,9,0.059504132
7/31/1996 23:59:59,1996,7,1996,10,0.061487603
8/31/1996 23:59:59,1996,8,1996,11,0.061487603
9/30/1996 23:59:59,1996,9,1996,12,0.059504132
10/31/1996 23:59:59,1996,10,1997,1,0.061487603
11/30/1996 23:59:59,1996,11,1997,2,0.059504132
12/31/1996 23:59:59,1996,12,1997,3,0.061487603
1/31/1997 23:59:59,1997,1,1997,4,0.061487603
2/28/1997 23:59:59,1997,2,1997,5,0.05553719
3/31/1997 23:59:59,1997,3,1997,6,0.061487603
4/30/1997 23:59:59,1997,4,1997,7,0.059504132
5/31/1997 23:59:59,1997,5,1997,8,0.061487603
6/30/1997 23:59:59,1997,6,1997,9,0.059504132
7/31/1997 23:59:59,1997,7,1997,10,0.061487603
8/31/1997 23:59:59,1997,8,1997,11,0.061487603
9/30/1997 23:59:59,1997,9,1997,12,0.059504132
10/31/1997 23:59:59,1997,10,1998,1,0.061487603
11/30/1997 23:59:59,1997,11,1998,2,0.059504132
12/31/1997 23:59:59,1997,12,1998,3,0.061487603
1/31/1998 23:59:59,1998,1,1998,4,0.061487603
2/28/1998 23:59:59,1998,2,1998,5,0.05553719
3/31/1998 23:59:59,1998,3,1998,6,0.061487603
4/30/1998 23:59:59,1998,4,1998,7,0.059504132
5/31/1998 23:59:59,1998,5,1998,8,0.061487603
6/30/1998 23:59:59,1998,6,1998,9,0.059504132
7/31/1998 23:59:59,1998,7,1998,10,0.061487603
8/31/1998 23:59:59,1998,8,1998,11,0.061487603
9/30/1998 23:59:59,1998,9,1998,12,0.059504132
10/31/1998 23:59:59,1998,10,1999,1,0.061487603
11/30/1998 23:59:59,1998,11,1999,2,0.059504132
12/31/1998 23:59:59,1998,12,1999,3,0.061487603
1/31/1999 23:59:59,1999,1,1999,4,0.061487603
2/28/1999 23:59:59,1999,2,1999,5,0.05553719
3/31/1999 23:59:59,1999,3,1999,6,0.061487603
4/30/1999 23:59:59,1999,4,1999,7,0.059504132
5/31/1999 23:59:59,1999,5,1999,8,0.061487603
6/30/1999 23:59:59,1999,6,1999,9,0.059504132
7/31/1999 23:59:59,1999,7,1999,10,0.061487603
8/31/1999 23:59:59,1999,8,1999,11,0.061487603
9/30/1999 23:59:59,1999,9,1999,12,0.059504132
10/31/1999 23:59:59,1999,10,2000,1,0.061487603
11/30/1999 23:59:59,1999,11,2000,2,0.059504132
12/31/1999 23:59:59,1999,12,2000,3,0.061487603
1/31/2000 23:59:59,2000,1,2000,4,0.061487603
2/29/2000 23:59:59,2000,2,2000,5,0.057520661
3/31/2000 23:59:59,2000,3,2000,6,0.061487603
4/30/2000 23:59:59,2000,4,2000,7,0.059504132
5/31/2000 23:59:59,2000,5,2000,8,0.061487603
6/30/2000 23:59:59,2000,6,2000,9,0.059504132
7/31/2000 23:59:59,2000,7,2000,10,0.061487603
8/31/2000 23:59:59,2000,8,2000,11,0.061487603
9/30/2000 23:59:59,2000,9,2000,12,0.059504132
10/31/2000 23:59:59,2000,10,2001,1,0.061487603
11/30/2000 23:59:59,2000,11,2001,2,0.059504132
12/31/2000 23:59:59,2000,12,2001,3,0.061487603
1/31/2001 23:59:59,2001,1,2001,4,0.061487603
2/28/2001 23:59:59,2001,2,2001,5,0.05553719
3/31/2001 23:59:59,2001,3,2001,6,0.061487603
4/30/2001 23:59:59,2001,4,2001,7,0.059504132
5/31/2001 23:59:59,2001,5,2001,8,0.061487603
6/30/2001 23:59:59,2001,6,2001,9,0.059504132
7/31/2001 23:59:59,2001,7,2001,10,0.061487603
8/31/2001 23:59:59,2001,8,2001,11,0.061487603
9/30/2001 23:59:59,2001,9,2001,12,0.059504132
10/31/2001 23:59:59,2001,10,2002,1,0.061487603
11/30/2001 23:59:59,2001,11,2002,2,0.059504132
